,ID,Name,Description,Address,Website,Phone,Activities,Categories,Individual ,Unnamed: 9,Unnamed: 10,Latitude,Longitude,Accessibility Score
237,296,East Lake Pool,A community pool open June 1-August 7 from 12pm-6pm. Group and individual swimming lessons are offered from 10am-12pm.,"116 84th St N, Birmingham, AL 35206, USA",https://www.birminghamal.gov/parks-and-recreation/parks/,205-836-5312,Swimming,Both,Both,Both,Both,33.57304891,-86.72299379,
238,355,East Pinson Valley Pool,"A recreation center featuring:
Fitness/workout area
Basketball court
Indoor swimming pool
Walking/running track
Aerobics classes
Line dancing classes
Boxing gym
Karate lessons
Guitar lessons

Pool hours: 
Tuesday and Thursday: 8AM-1PM
Wednesday and Friday: 12PM-5:30PM
Saturday: 10AM-6PM

Basketball hours: 
19 and older:
Tuesday and Thursday: 4PM-6:30PM
Saturday: 11AM-1PM

18 and younger:
Wednesday and Friday: 3:30PM-6:30PM
Saturday: 2PM-5:30PM","3000 Parkway, Fairfield, AL 35064, USA",https://www.birminghamal.gov/parks-and-recreation/pools/,205-297-8178,Swimming,Both,Both,Both,Both,33.48927667,-86.91152629,
239,284,East Thomas Pool,"A community pool and a park featuring a softball infield, a playground, outdoor basketball court, and walking/running/biking trail.

Pool is open June 1-August 7. Swim lessons are offered from 10AM-12PM","700 13th Avenue West, Birmingham, AL 35204",https://www.birminghamal.gov/parks-and-recreation/pools/,205-251-1964,Swimming,Both,Both,Both,Both,33.52526483,-86.84887602,
240,246,Grayson Pool,"A park featuring an outdoor basketball court, softball field, playground, picnic area, and public pool.

Public swimming pool open June 1-August 7 on Monday-Saturday. Swim lessons offered from 10AM-12PM","1101 5 Mile Rd, Birmingham, AL, United States",https://www.birminghamal.gov/parks-and-recreation/parks/,205-853-0533,Swimming,Both,Both,Both,Both,33.60866964,-86.69882898,
241,,Lewis Pool,,"7500 66th Street South, Birmingham, AL 35212",https://www.birminghamal.gov/parks-and-recreation/pools/,205-595-5267,Swimming,Both,Both,Both,Both,33.54355745,-86.72573412,
242,305,M.L. King Jr. Pool,A community pool next to the MLK Jr. Recreation Center. Open June 1-August 7. Swimming lessons offered from 10AM-12PM,"529 43rd St N, Birmingham, AL 35222, USA",https://www.birminghamal.gov/parks-and-recreation/pools/,205-591-2033,Swimming,Both,Both,Both,Both,33.53319249,-86.77244589,
243,,MacMahon (Harris) Pool,,"2720 Avenue W, Ensley, Birmingham, AL 35208",https://www.birminghamal.gov/parks-and-recreation/pools/,205-787-0771,Swimming,Both,Both,Both,Both,33.50163227,-86.87885999,
244,,Maclin Pool,,"2701 F.L. Shuttlesworth Drive, Birmingham, AL 35207",https://www.birminghamal.gov/parks-and-recreation/pools/,205-251-2278,Swimming,Both,Both,Both,Both,33.55084946,-86.805581,
245,282,McAlpine Pool,"McAlpine Park has a baseball diamond, walking path, soccer field, playground, outdoor swimming pool and four tennis courts, as well as the McAlpine Park Recreation Center.

Pool is open June 1-August 7 from 12PM-5:30 PM (Monday-Saturday). Swim lessons are offered from 10AM-12 PM.

Community Center hours vary during the summer due to summer camps","1115 Avenue F, Ensley, Birmingham, AL 35218",https://www.birminghamal.gov/parks-and-recreation/pools/,205-788-3021,Swimming,Both,Both,Both,Both,33.52016065,-86.88848427,
246,,Memorial Pool,,"524 6th Avenue South, Birmingham, AL 35205",https://www.birminghamal.gov/parks-and-recreation/pools/,205-252-0135,Swimming,Both,Both,Both,Both,33.4991008,-86.8217987,
247,,Norwood Pool,,"2700 15th Avenue North, Birmingham, AL 35234",https://www.birminghamal.gov/parks-and-recreation/pools/,205-252-4943,Swimming,Both,Both,Both,Both,33.53559985,-86.80593057,
248,310,Roosevelt Pool,"A recreation center featuring a tennis court, softball field, walking path, outdoor and indoor basketball courts, a picnic area, and an outdoor pool.

Pool is open June 1-August 7 from 12PM to 6PM on Monday, Wednesday, Thursday, Friday, and Saturday. Swim lessons are offered from 10AM to 12PM.","5904 Higan Avenue, Birmingham, AL, United States",https://www.birminghamal.gov/parks-and-recreation/pools/,205-424-2751,Swimming,Both,Both,Both,Both,33.43438706,-86.92971595,
249,274,Underwood Pool,A public pool with  A community pool open June 1-August 7 from 12pm-6pm. Group and individual swimming lessons are offered from 10am-12pm. A playground and open grassy area are located adjacent to the pool.,"1021 26th St S, Birmingham, AL 35205, USA",https://www.birminghamal.gov/parks-and-recreation/pools/,205-930-0821,Swimming,Both,Both,Both,Both,33.50534729,-86.78852722,
250,308,Wiggins Pool,"A recreation center featuring an indoor basketball gym, an outdoor pool, basketball court, softball fields, tennis courts, playground, picnic area, and open green space.

Hours vary during the summer due to summer camps.","3301 Jefferson Ave SW, Birmingham, AL 35221, USA",https://www.birminghamal.gov/parks-and-recreation/recreation/,205-923-5922,Swimming,Both,Both,Both,Both,33.46385204,-86.88721249,
251,,Woodward Pool,,"1220 McMillian Avenue SW, Birmingham, AL 35211",https://www.birminghamal.gov/parks-and-recreation/pools/,205-781-4965,Swimming,Both,Both,Both,Both,33.49181436,-86.85084334,
252,314,Shades Cliff Pool,"The facility consists of a bathhouse with dressing rooms, an L-shaped pool with a 25-meter competition area and diving well, and a small wading pool for the younger members. Over the years, several deck expansions and an additional family bathroom have added space and convenience for the members.

Since its inception, the pool has offered a competitive swim and dive team as well as swim lessons for its members. The staff consists of certified lifeguards and swim coaches as well as a certified lifeguard instructor. The management has over 35 years of experience caring for and directing the use of the facility.","2213 Hawksbury Ln, Hoover, AL 35226, USA",https://shadescliffpool.com/,205-822-9906,"Swimming,Water Aerobics/Exercise",,,,,33.40737519,-86.8511219,
253,361,24 Fitness - Gardendale,"24e Health Clubs are locally-owned and operated health clubs with locations throughout Alabama.  Focused on delivering great member service and top-notch facilities, 24e Health Clubs are quickly being recognized as a leading fitness provider in and around the areas it serves.","1303 Decatur Hwy, Gardendale, AL 35071, USA",https://24ehealthclubs.com/locations/gardendale/,205-631-9331,"Aerobics,Chair Exercise,Personal Training,Spinning,Weight Training,Weightlifting,Yoga",Adults,Group,Indoor,Land activity,33.65809649,-86.81098734,
254,92,24 Fitness - Hoover,"24e Health Clubs are locally-owned and operated health clubs with locations throughout Alabama.  Focused on delivering great member service and top-notch facilities, 24e Health Clubs are quickly being recognized as a leading fitness provider in and around the areas it serves.","1550 Montgomery Hwy, Hoover, AL 35216, USA",https://24ehealthclubs.com/locations/hoover/,205-824-4243,"Personal Training,Weight Training,Weightlifting",Adults,Group,Indoor,Land activity,33.40898148,-86.8084389,
255,117,24 Fitness -Trussville,"Locally owned and operated, 24e is a full-service 24/7 health club in the heart of Trussville.

Staffed hours noted below under operating hours.
Fitness Classes Available.","307 Main St, Trussville, AL 35173, USA",https://24ehealthclubs.com/locations/trussville/,205-508-5053,"Personal Training,Pilates,Spinning,Weight Training,Weightlifting,Yoga",Adults,Group,Indoor,Land activity,33.61768018,-86.6106749,
256,392,Planet Fitness - Homewood,This facility is a gym with paid membership. There are 2 membership options.,"140 Wildwood Pkwy, Homewood, AL 35209, USA",https://www.planetfitness.com/,205-719-1722,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.44985728,-86.82596332,
257,112,Planet Fitness - Hoover,"Gym--open 24 hrs (Monday through Friday)

Open from Monday @ 5am until 9pm on Friday
Sat/Sun @ 7am-7pm","1839 Montgomery Hwy, Birmingham, AL 35244, USA",https://www.planetfitness.com/,205-444-2282,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.37147088,-86.79742986,
258,120,Planet Fitness - Inverness,"24 hr Gym

Open 24 Hours Monday through Friday!
Open Monday at 5:00 AM until Friday at 9:00 PM
Saturday and Sunday 7:00 AM - 7:00 PM","168 Inverness Plaza, Birmingham, AL 35242, USA",https://www.planetfitness.com/,205-408-0020,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.41924892,-86.69754653,
259,189,Planet Fitness - Vestavia,"PF caters to general fitness people and people that just want to shape up and feel better.  Only $10/month and No Commitment!!!
PF Statement:  We at Planet Fitness are here to provide a unique environment in which Anyone- and we mean anyone- can be comfortable.  A diverse","700 Montgomery Hwy, Vestavia Hills, AL 35216, USA",https://www.planetfitness.com/,205-208-0398,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.44714768,-86.79257199,
260,134,YMCA - Downtown,The Downtown YMCA has activities that can be accessed by elevator on 5 stories and a parking garage for members next door with an elevator to access different levels.,"2101 4th Ave N, Birmingham, AL 35203, USA",https://www.ymcabham.org/,205-324-4563,"Aerobics,Basketball,Chair Exercise,Personal Training,Pilates,Racquetball,Running,Spinning,Swimming,Volleyball,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Indoor,Both,33.51794113,-86.80567872,
261,184,YMCA - Greystone,"We are proud to provide:
-Membership to a state-of-the-art community center and programs
-Youth Development programs available to members and the community
-Healthy Living programs available to members and the community
-Social Responsibility initiatives including involvement in local civic organizations.","5414 U.S. 280, Birmingham, AL 35242, USA",https://www.ymcabham.org/locations/greystone/,205-981-0144,"Aerobics,After-School Program,Basketball,Chair Exercise,Dance,Personal Training,Pilates,Racquetball,Running,Spinning,Swimming,Volleyball,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Both,Both,33.41687841,-86.66950517,
262,53,YMCA - Hoover,"The Y is a powerful association of men, women and children of all ages and from all walks of life joined together by a shared passion: to strengthen the foundations of community.
With a commitment to nurturing the potential of kids, promoting healthy living and fostering a sense of social responsibility, the Y ensures that every individual has access to the essentials needed to learn, grow and thrive.","2250 John Hawkins Pkwy, Birmingham, AL 35244, USA",https://www.ymcabham.org/,205-682-1399,"Swimming,Weightlifting",Both,Individual ,Both,Both,33.34807305,-86.87078579,
263,135,YMCA - Northeast Youth Center,"To put Judeo-Christian principles into practice through programs that build healthy spirit, mind and body for all.","628 Red Lane Road, Birmingham, AL, United States",https://www.ymcabham.org/locations/northeast-youth-center/,205-833-7616,"Basketball,Chair Exercise,Personal Training,Running,Soccer,Swimming,Tennis,Walking,Weight Training,Weightlifting,Yoga",Children,Individual ,Both,Both,33.59163944,-86.69797552,
264,132,YMCA -Alabaster,"Mission: To put Judeo-Christian principles into practice through programs that build healthy spirit, mind and body for all.
Vision: We will lead our community to become the healthiest in America.
The YMCA of Birmingham is a nonprofit dedicated to strengthening communities through youth development, healthy living and social responsibility.","117 Plaza Cir, Alabaster, AL 35007, USA",https://www.ymcabham.org/,205-663-7240,"Aerobics,After-School Program,Aquatic Therapy,Basketball,Chair Exercise,Personal Training,Pilates,Spinning,Swimming,Volleyball,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Both,Both,33.21886547,-86.82762134,
265,125,YMCA - Bessemer (Legacy),"YMCA

Gym
Group fitness classes
Health and Wellness Classes
Childcare
Summercamp and after school program
Adult and child sports","1501 4th Avenue Southwest, Bessemer, AL 35022, USA",https://www.legacyymca.org/,205-426-1211,"Aerobics,After-School Program,Aikido,Basketball,Boxing,Dance,Personal Training,Physical Education,Racquetball,Running,Soccer,Spinning,Swimming,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Indoor,Land activity,33.35819918,-86.98941975,
266,226,YMCA - Shades Valley,"Video Tour:  https://www.youtube.com/watch?v=o6vjzVzZTeM

Established in 1884 the YMCA of Birmingham is a nonprofit dedicated to strengthening communities through youth development, healthy living and social responsibility.","3551 Montgomery Hwy Birmingham AL, 35209",https://www.ymcabham.org/,205-870-9622,"Aerobics,After-School Program,Basketball,Personal Training,Pilates,Racquetball,Running,Spinning,Swimming,Volleyball,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Both,Both,33.47039526,-86.7783551,
267,130,YMCA -Trussville,Community-focused nonprofit established in 1844 with recreational programs & services for all ages.,"5920 Valley Rd, Trussville, AL 35173, USA",https://www.ymcabham.org/,205-655-2224,"Basketball,Dance,Kickboxing,Personal Training,Pilates,Racquetball,Spinning,Swimming,Tennis,Volleyball,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Both,Both,33.63857152,-86.61643657,
268,166,Snap Fitness - Calera,"At Snap Fitness, we work around your schedule. Weâ€™re open 24 hours, 7 days a week,so you can work out when itâ€™s convenient for you. Did you know: when you join one Snap Fitness, you belong to them all? No matter where you travel, stop in for a workout!   See for yourself firsthand what it feels like to belong to a Health Club where you are in control of your time! NO CONTRACTS!!  We earn your membership every month, we donâ€™t require it.  If you want to be on your own we have a full line of cardio, free weights and selectorized machines.  If you want that extra help we have Personal Trainers that are available one on one as well.","301 Airport Commons Dr, Calera, AL 35040, USA",https://www.snapfitness.com/us/gyms/calera-al/?,205-319-0381,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.16574888,-86.77656739,
269,87,Snap Fitness - Columbiana,Fitness Center/gym opened 24 hours per day x 7 day per week. Machine and free weights available.,208-A W College Street Columbiana AL 35051,https://www.snapfitness.com/us/gyms?q=,205-6109291,"Personal Training,Weight Training,Weightlifting",Adults,Individual ,Indoor,Land activity,33.18032697,-86.61139907,
270,393,Snap Fitness - Highland,"Welcome to Snap Fitness Birmingham, AL!
We are glad to not only bring you a place to help you with your health and fitness goals, but also a local gym that gives you a sense of community.
We're designed to fit your busy schedule. Open 24 hours, you can come in whenever it is convenient for you.
Our gym in Birmingham, AL is here to help you get RESULTS. We have state-of-the-art cardio and strength equipment along with free weights. You can set up your own Personal Web Page that will give you access to customized work-out routines, nutrition, weight loss tips and much more. Unsure how to meet your fitness goals? Start for free with our Basic 8"" Fitness program to get you on your way to success","2835 Highland Ave S, Birmingham, AL 35205, USA",https://www.snapfitness.com/us/gyms/highland-mi/?utm_source=google&utm_medium=organic&utm_campaign=business-listing,248-714-9686,,Adults,Individual ,Indoor,Land activity,33.50605142,-86.78202112,
271,118,Snap Fitness - Moody,"24/7 Gym
Staffed hours are listed below:
Mon 9-5pm
Tu  9-6pm
Wed  8-5pm
Th  9-6pm
Fri  8-5pm
Sat/Sun  No staff","2846 Moody Pkwy, Moody, AL 35004, USA",https://www.snapfitness.com/us/gyms/moody-al/?,205-640-5588,"Personal Training,Weight Training,Weightlifting",Children,Individual ,Indoor,Land activity,33.59068432,-86.49580676,
272,345,Riviera Fitness - Midfield,"Riviera Fitness is a workout facility in Midfield, AL. This gym feature: 

Fitness on Demand (Access to virtual classes during all hours)
Spin Bikes
Free Weights
Cable Machines
Fitness Assessment available via appointment","1548 Forestdale Blvd, Birmingham, AL 35214",https://rivierafitnesscenters.com/birmingham/,205-853-8878,"Personal Training,Weight Training,Weightlifting",Adults,Both,Indoor,Land activity,33.56716953,-86.8982841,
273,131,Riviera Fitness- Center Point,"A gym featuring: Women's only workout area, cardio theater, group fitness room, spinning room, 1 on 1 personal training, group personal training, state of the art cardio equipment with personal tv, locker room, showers, cable & free weight equipment.","2304 Center Point Pkwy, Center Point, AL 35215, USA",https://rivierafitnesscenters.com/birmingham/,205-853-8878,"Personal Training,Spinning,Weight Training,Weightlifting",Adults,Both,Indoor,Land activity,33.64664074,-86.68548722,
274,311,Riviera Fitness- Homewood,"A gym featuring: 

Women's Only Workout area
Cardio Theater
Group Fitness Room
Spinning Room
1 on 1 Personal Training
Group Personal Training
State of the Art Cardio Equipment w/ personal TV
Locker Room
Showers
Cable & Free Weight Equipment","322 Palisades Blvd, Birmingham, AL 35209, USA",https://rivierafitnesscenters.com/birmingham/,205-853-8878,"Aerobics,Boxing,Dance,Personal Training,Spinning,Weight Training,Weightlifting",Adults,Both,Indoor,Land activity,33.46851913,-86.82145457,
275,362,Tri Star Fitness- Gardendale,"We are a 24 hour access club with approximately 1,500 members enrolled.  Our staffed hours are Monday â€“ Friday 9AM â€“ 8PM but with your access card members have a â€œkey to the front doorâ€ and always have access to the club.  The building locks behind members upon entry and security cameras provide members a safe environment day and night.  We have over 90 pieces of equipment from strength building, multi-purpose, and cardio machines and have over 3 tons of free weights.  We have restrooms, showers, lockers, and a dry-heat sauna in both our menâ€™s and womenâ€™s locker rooms.  Our Pro-Shop is backed by over 75 vendors so you always can get the supplements you need.  We also offer unlimited tanning for less than $20 a month.  Personal training is available by our certified professional staff.","438 Decatur Hwy, Gardendale, AL 35071, USA",https://www.tristarfitness.org/,205-631-8688,"Aerobics,Chair Exercise,Personal Training,Taekwondo,Weight Training,Weightlifting,Yoga",Adults,Individual ,Indoor,Land activity,33.6364562,-86.80726869,
276,198,Fitness 1440,"Fitness Gym, available 24 hrs to members

Some classes covered by certain health insurance carriers:
Silver Sneakers
Chair Yoga
Easy yoga","2801 Allison-Bonnett Memorial Dr, Bessemer, AL 35023, USA",https://www.fitness1440.com/hueytown/,205-744-3333,"Dance,Personal Training,Spinning,Weight Training,Weightlifting,Yoga",Adults,Individual ,Indoor,Land activity,33.45360276,-86.96778406,
277,80,Cahaba fitness,"Cahaba Fitness is the premiere fitness studio in Birmingham. Our comprehensive methods of testing fitness ability and determining individual client goals is followed up by a specially designed program tailored to help each client meet those goals. Whether your goals include losing weight, improving eating habits, building muscle, boosting your metabolism, or just increasing your overall health and wellness, our team of professionals, led by owner Brian Burns, are passionate about helping you attain success.","3161 Cahaba Heights Rd, Vestavia Hills, AL 35243, USA",https://www.cahabafitness.com/,205-968-5100,"Personal Training,Weight Training",Adults,Individual ,Indoor,Land activity,33.45425071,-86.73356699,
278,328,CORE - pilates & cycling bootcamp,"A facility to do yoga, pilates, and cycling. Has fees attached to it.","4268 Cahaba Heights Ct, Vestavia Hills, AL 35243, USA",https://corebham.com/,205-969-8989,"Pilates,Spinning,Yoga",Both,Both,Outdoor,Land activity,33.45372817,-86.734707,
279,42,Lakeshore Foundation,"Lakeshore is a 501(c)3 non-profit organization which serves people with physical disabilities throughout Alabama, across the country and around the world. Since 1984, Lakeshore has helped advance and promote the impact of positive, long-term physical and emotional effects of physical fitness on people with disabilities. From infants to seniors, to injured soldiers and elite-level athletes, every participant is free to discover his or her own potential.","4000 Ridgeway Dr, Birmingham, AL 35209, USA",www.lakeshore.org,205-313-7400,"Aerobics,Aquatic Therapy,Archery,Athletics/Track & Field,Basketball,Biking,Boccia,Chair Exercise,Climbing,Cycling,Dance,Football,Handcycling,Personal Training,Rifle Shooting,Rugby,Running,Soccer,Spinning,Swimming,Tai Chi,Tennis,Track & Field,Walking,Water Aerobics/Exercise,Weight Training,Weightlifting,Yoga",Both,Individual ,Indoor,Both,33.46986837,-86.78828762,
280,63,Lakeview Personal Fitness,"Lakeview Personal Fitness is a full service gym offering personal training, massage therapy, group fitness and many more services.","3020 4th Ave S, Birmingham, AL 35233, USA",http://lpfit.com/,205-322-1554,"Kickboxing,Personal Training,Weight Training,Weightlifting,Yoga",Adults,Individual ,Indoor,Land activity,33.51655294,-86.78743002,
281,,Kiva Hot Yoga,"Kiva offers vinyasa, hot 26 and pilates and more",300 Old Town Road Vestavia Hills AL 35216,www.kivahotyoga.com,205-824-2626,"Yoga, Hot Yoga and Pilates",Both,Individual ,Indoor,Land activity,33.42032768,-86.79770033,
282,,Ignite Cycling,"We are BHM's only cycling studio. Ignite is the source connecting you to others, to your ride, and to your highest self.","224 29th St S, Birmingham, AL 35233",https://www.ignitebhm.com/,205-639-6908,Indoor Cycling,Adults,individual ,Indoor,Land activity,33.51613884,-86.7908966,
283,,Three 15 Cycling,Indoor cycling studio,1017 Oxmoor Road Suite 211 Homewood AL 35209,https://www.three15studio.com/studios,205-470-9263,Indoor Cycling,Adults,Individual ,Indoor,Land activity,33.47369406,-86.80788282,
